source_id,target_id,weight,source_book,page,evidence
E37053,E43215,1,船舶电气设备维修指南,79,"故障现象故障原因处理方法(一)按下启动按钮,接触器吸不上或吸力不足,伴有嗡鸣声1电源电压过低或波动大1用万用表测量线圈两端电压,是否低于产品规定85%额定电压2更换操作电源3更换线圈4卸下灭弧罩后,按动衡铁,看是否能灵活带动触头,如不灵活,排除相应故障,拆下有关零件去锈加油,紧固校正或更换变形或损坏零件5更换与线路额定电压一样的线圈6调整衔铁气隙(二)接触器吸不上1电源断线2线圈断路1用万用表测线"
E37053,E43216,1,船舶电气设备维修指南,79,"故障现象故障原因处理方法(一)按下启动按钮,接触器吸不上或吸力不足,伴有嗡鸣声1电源电压过低或波动大1用万用表测量线圈两端电压,是否低于产品规定85%额定电压2更换操作电源3更换线圈4卸下灭弧罩后,按动衡铁,看是否能灵活带动触头,如不灵活,排除相应故障,拆下有关零件去锈加油,紧固校正或更换变形或损坏零件5更换与线路额定电压一样的线圈6调整衔铁气隙(二)接触器吸不上1电源断线2线圈断路1用万用表测线"
E37053,E43217,1,船舶电气设备维修指南,79,"故障现象故障原因处理方法(一)按下启动按钮,接触器吸不上或吸力不足,伴有嗡鸣声1电源电压过低或波动大1用万用表测量线圈两端电压,是否低于产品规定85%额定电压2更换操作电源3更换线圈4卸下灭弧罩后,按动衡铁,看是否能灵活带动触头,如不灵活,排除相应故障,拆下有关零件去锈加油,紧固校正或更换变形或损坏零件5更换与线路额定电压一样的线圈6调整衔铁气隙(二)接触器吸不上1电源断线2线圈断路1用万用表测线"
E37053,E43218,1,船舶电气设备维修指南,79,"故障现象故障原因处理方法(一)按下启动按钮,接触器吸不上或吸力不足,伴有嗡鸣声1电源电压过低或波动大1用万用表测量线圈两端电压,是否低于产品规定85%额定电压2更换操作电源3更换线圈4卸下灭弧罩后,按动衡铁,看是否能灵活带动触头,如不灵活,排除相应故障,拆下有关零件去锈加油,紧固校正或更换变形或损坏零件5更换与线路额定电压一样的线圈6调整衔铁气隙(二)接触器吸不上1电源断线2线圈断路1用万用表测线"
E40999,E43278,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E40999,E43561,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E40999,E43579,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E40999,E43580,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E40999,E43581,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E40999,E43582,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E40999,E43583,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E40999,E43585,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E40999,E43586,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E40999,E43587,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E40999,E43589,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E40999,E43591,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E40999,E43592,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E41003,E43278,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E41003,E43561,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E41003,E43577,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E41003,E43579,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E41003,E43580,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E41003,E43581,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E41003,E43582,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E41003,E43583,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E41003,E43585,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E41003,E43586,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E41003,E43587,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E41003,E43589,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E41003,E43591,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E41003,E43592,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E41005,E43278,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E41005,E43561,1,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E41005,E43577,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E41005,E43579,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E41005,E43580,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
E41005,E43581,2,"船舶液压机械维护与故障分析 (郑士君,宋新新编著)",77,"壳体温度点温计(贴在泵体上)1/年0油温+5~7°C温度急剧上升时,要检修与工作油(混入空气、水等)、滤油器网眼堵塞以及溢流阀振动有关压力压力表1/3月0保持规定的压力或不能保持时要修理当压力剧烈变化或不能保持时要修理注意压力表的共振液压泵外泄漏日视、手摸1/3月0漏油一滴约0.05mL更换轴密封或其它密封件注意密封件的老化混入空气在泵轴密封处和吸入管处注油试一试1/3月00完全不能吸入空气螺钉松"
