id,name,mentions,source_books
E43684,主阀被脏物堵塞,1,
E43685,阀芯小孔被脏物堵塞,1,
E43688,反向密封严密不泄漏,1,
E43694,控制油路被堵塞,1,
E43695,控制油路压力不足,1,
E43698,角槽节流阀电磁铁过热,1,
E43709,四看泄漏,1,
E43710,三听泄漏,1,
E43714,外泄漏,1,
E43717,压泵液压泵吸油管密封不严,1,
E43728,以防泵过载,1,
E43734,电力操纵系统断路,1,
E43735,地脚螺栓松动,1,
E43736,旁通短路,1,
E43739,液压马达内部严重泄漏,1,
E43748,二是切不可将泄漏,1,
E43750,吸入滤器堵塞,1,
E43751,安全阀调整不当,1,
E43752,节流阀堵塞,1,
E43753,管路中泄漏,1,
E43755,泵零件磨损,1,
E43756,修理泵严重磨损,1,
E43757,传动板松动,1,
E43758,安全联接器松动,1,
E43759,油温过高液压系统过热,1,
E43760,管道堵塞,1,
E43761,液压泵零位调整不当,1,
E43766,滑油泄漏,1,
E43767,器换热表面受灰尘污染,1,
E43770,污染磨损,1,
E43771,易磨损,1,
E43775,两体磨损,1,
E43777,液压缸内泄漏,1,
E43778,密封件老化,1,
E43779,不准有外泄漏,1,
E43780,测量内泄漏,1,
E43781,阀盖等处不得有外泄漏,1,
E43783,以防系统过载,1,
E43784,阀芯磨损,1,
E43785,端面磨损,1,
E43787,缺相,1,
E43788,加装短路,1,
E43791,风机电动机过载,1,
E43792,电源缺相,1,
E43793,风机过载,1,
E43794,运行泵电动机过载,1,
E43805,个汇流排连接断路,1,
E43807,中压汇流排连接断路,1,
E43808,旋转变流器中压端断路,1,
E43809,旋转变流器低压端断路,1,
E43812,发电机过载,1,
E43815,发电机断路,1,
E43816,发电机短路,1,
E43819,转子绕组断路,1,
E43820,定子绕组短路,1,
E43821,又叫短路,1,
E43824,吸气温度过高,1,
